raw_id	env_package	attribute_name	harmonized_name	value
16766099		growth facility		glasshouse
16766100		growth facility		glasshouse
16766101		growth facility		glasshouse
16766102		growth facility		glasshouse
16766103		growth facility		glasshouse
16766104		growth facility		glasshouse
16766105		growth facility		glasshouse
16766106		growth facility		glasshouse
16766107		growth facility		glasshouse
16766108		growth facility		glasshouse
16766109		growth facility		glasshouse
16766110		growth facility		glasshouse
16766111		growth facility		glasshouse
16766112		growth facility		glasshouse
16766113		growth facility		glasshouse
16766114		growth facility		glasshouse
16766115		growth facility		glasshouse
16766116		growth facility		glasshouse
16766117		growth facility		glasshouse
16766118		growth facility		glasshouse
16766119		growth facility		glasshouse
16766120		growth facility		glasshouse
16766121		growth facility		glasshouse
16766122		growth facility		glasshouse
16766123		growth facility		glasshouse
16766124		growth facility		glasshouse
16766125		growth facility		glasshouse
16766126		growth facility		glasshouse
16766127		growth facility		glasshouse
16766128		growth facility		glasshouse
16766129		growth facility		glasshouse
16766130		growth facility		glasshouse
16766131		growth facility		glasshouse
16766132		growth facility		glasshouse
16766133		growth facility		glasshouse
16766134		growth facility		glasshouse
16766135		growth facility		glasshouse
16766136		growth facility		glasshouse
16766137		growth facility		glasshouse
16766138		growth facility		glasshouse
16766139		growth facility		glasshouse
16766140		growth facility		glasshouse
16766141		growth facility		glasshouse
16766142		growth facility		glasshouse
16766143		growth facility		glasshouse
16766144		growth facility		glasshouse
16766145		growth facility		glasshouse
16766146		growth facility		glasshouse
17170889		growth facility		glasshouse
17170890		growth facility		glasshouse
17170891		growth facility		glasshouse
17193924		growth facility		Glasshouse
17193925		growth facility		Glasshouse
17193926		growth facility		Glasshouse
17193927		growth facility		Glasshouse
17193928		growth facility		Glasshouse
17193929		growth facility		Glasshouse
17193930		growth facility		Glasshouse
17193931		growth facility		Glasshouse
17193932		growth facility		Glasshouse
17240590		growth facility		glasshouse
17240591		growth facility		glasshouse
17240592		growth facility		glasshouse
17240632		growth facility		growth chamber
17240633		growth facility		growth chamber
17240634		growth facility		growth chamber
17240635		growth facility		growth chamber
17240636		growth facility		growth chamber
17240637		growth facility		growth chamber
17240638		growth facility		growth chamber
17240639		growth facility		growth chamber
17240640		growth facility		growth chamber
17240641		growth facility		growth chamber
17240642		growth facility		growth chamber
17240643		growth facility		growth chamber
17247975		growth facility		growth chamber
17247976		growth facility		growth chamber
18176281		growth facility		growth chamber
18196434		type_of_growth_facility		Field environment condition CO_715:0000162
18196436		type_of_growth_facility		Field environment condition CO_715:0000167
18196437		type_of_growth_facility		Field environment condition CO_715:0000162
18196439		type_of_growth_facility		Field environment condition CO_715:0000162
18196441		type_of_growth_facility		Field environment condition CO_715:0000177
18196445		type_of_growth_facility		Field environment condition CO_715:0000170
18196447		type_of_growth_facility		Field environment condition CO_715:0000162
18196448		type_of_growth_facility		Field environment condition CO_715:0000175
18196450		type_of_growth_facility		Field environment condition CO_715:0000162
18196451		type_of_growth_facility		Field environment condition CO_715:0000174
18196453		type_of_growth_facility		Field environment condition CO_715:0000162
18196454		type_of_growth_facility		Field environment condition CO_715:0000176
18196456		type_of_growth_facility		Field environment condition CO_715:0000162
18196458		type_of_growth_facility		Field environment condition CO_715:0000162
18196459		type_of_growth_facility		Field environment condition CO_715:0000172
18196460		type_of_growth_facility		Field environment condition CO_715:0000169
18196461		type_of_growth_facility		Field environment condition CO_715:0000168
18196463		type_of_growth_facility		Field environment condition CO_715:0000162
18196464		type_of_growth_facility		Field environment condition CO_715:0000164
18196465		type_of_growth_facility		Field environment condition CO_715:0000162
18196466		type_of_growth_facility		Field environment condition CO_715:0000173
18196467		type_of_growth_facility		Field environment condition CO_715:0000162
18196468		type_of_growth_facility		Field environment condition CO_715:0000162
18196470		type_of_growth_facility		Field environment condition CO_715:0000162
18196476		type_of_growth_facility		Field environment condition CO_715:0000171
18196478		type_of_growth_facility		Field environment condition CO_715:0000162
18196479		type_of_growth_facility		Field environment condition CO_715:0000162
18196480		type_of_growth_facility		Field environment condition CO_715:0000162
18196481		type_of_growth_facility		Field environment condition CO_715:0000163
18196482		type_of_growth_facility		Field environment condition CO_715:0000165
18196518		type_of_growth_facility		Field environment condition CO_715:0000162
18196604		type_of_growth_facility		Field environment condition CO_715:0000162
18196609		type_of_growth_facility		Field environment condition CO_715:0000162
18196620		type_of_growth_facility		Field environment condition CO_715:0000162
18196626		type_of_growth_facility		Field environment condition CO_715:0000162
18196627		type_of_growth_facility		Field environment condition CO_715:0000162
18196642		type_of_growth_facility		Field environment condition CO_715:0000162
18422639		growth facility		other
18422640		growth facility		other
18422641		growth facility		other
18422642		growth facility		other
18422643		growth facility		other
18422644		growth facility		other
18422645		growth facility		other
18422646		growth facility		other
18422647		growth facility		other
18422648		growth facility		other
18422649		growth facility		other
18422650		growth facility		other
18422651		growth facility		other
18422652		growth facility		other
18422653		growth facility		other
18422655		growth facility		other
18422656		growth facility		other
18422657		growth facility		other
18422658		growth facility		other
18422659		growth facility		other
18422660		growth facility		other
18422661		growth facility		other
18422662		growth facility		other
18422663		growth facility		other
18422665		growth facility		other
18422666		growth facility		other
18422667		growth facility		other
18422668		growth facility		other
18422669		growth facility		other
18422670		growth facility		other
18422671		growth facility		other
18422672		growth facility		other
18422673		growth facility		other
18422674		growth facility		other
18422675		growth facility		other
18422676		growth facility		other
18422677		growth facility		other
18422678		growth facility		other
18422679		growth facility		other
18422680		growth facility		other
18422681		growth facility		other
18422683		growth facility		other
18422684		growth facility		other
18422685		growth facility		other
18422686		growth facility		other
18422687		growth facility		other
18422688		growth facility		other
18422689		growth facility		other
18422690		growth facility		other
18422691		growth facility		other
18422692		growth facility		other
18422693		growth facility		other
18422694		growth facility		other
18422695		growth facility		other
18422696		growth facility		other
18422697		growth facility		other
18422698		growth facility		other
18422699		growth facility		other
18422700		growth facility		other
18422701		growth facility		other
18422702		growth facility		other
18422703		growth facility		other
18422704		growth facility		other
18422705		growth facility		other
18422707		growth facility		other
18422709		growth facility		other
18422713		growth facility		other
18422717		growth facility		other
18422718		growth facility		other
18422719		growth facility		other
18422721		growth facility		other
18422722		growth facility		other
18422723		growth facility		other
18422726		growth facility		other
18422727		growth facility		other
18422729		growth facility		other
18422733		growth facility		other
18422734		growth facility		other
18422735		growth facility		other
18422736		growth facility		other
18422739		growth facility		other
18422741		growth facility		other
18422743		growth facility		other
18422749		growth facility		other
18422752		growth facility		other
18422754		growth facility		other
18422755		growth facility		other
18422756		growth facility		other
18422758		growth facility		other
18422759		growth facility		other
18422760		growth facility		other
18422762		growth facility		other
18422763		growth facility		other
18422771		growth facility		other
18422772		growth facility		other
18422774		growth facility		other
18422777		growth facility		other
18422778		growth facility		other
18422780		growth facility		other
18422781		growth facility		other
18422784		growth facility		other
18422786		growth facility		other
18422787		growth facility		other
18422788		growth facility		other
18422789		growth facility		other
18422791		growth facility		other
18422792		growth facility		other
18422794		growth facility		other
18422797		growth facility		other
18422799		growth facility		other
18422800		growth facility		other
18422801		growth facility		other
18422802		growth facility		other
18422804		growth facility		other
18422808		growth facility		other
18422809		growth facility		other
18422811		growth facility		other
18422819		growth facility		other
18422820		growth facility		other
18422822		growth facility		other
18422824		growth facility		other
18422826		growth facility		other
18422827		growth facility		other
18422830		growth facility		other
18422832		growth facility		other
18422833		growth facility		other
18422834		growth facility		other
18422836		growth facility		other
18422837		growth facility		other
18422838		growth facility		other
18422842		growth facility		other
18422846		growth facility		other
18422849		growth facility		other
18422851		growth facility		other
18422854		growth facility		other
18422856		growth facility		other
18422874		growth facility		other
18422876		growth facility		other
18422879		growth facility		other
18422884		growth facility		other
18422886		growth facility		other
18422887		growth facility		other
18422888		growth facility		other
18422889		growth facility		other
18422891		growth facility		other
18422892		growth facility		other
18422894		growth facility		other
18422895		growth facility		other
18422896		growth facility		other
18422897		growth facility		other
18422898		growth facility		other
18422900		growth facility		other
18422903		growth facility		other
18422905		growth facility		other
18422906		growth facility		other
18422910		growth facility		other
18422911		growth facility		other
18422912		growth facility		other
18422913		growth facility		other
18422917		growth facility		other
18422920		growth facility		other
18422922		growth facility		other
18422923		growth facility		other
18422926		growth facility		other
18422928		growth facility		other
18422929		growth facility		other
18422930		growth facility		other
18422931		growth facility		other
18422932		growth facility		other
18422934		growth facility		other
18422937		growth facility		other
18422938		growth facility		other
18422939		growth facility		other
18422940		growth facility		other
18422941		growth facility		other
18422943		growth facility		other
18422944		growth facility		other
18422946		growth facility		other
18422948		growth facility		other
18422956		growth facility		other
18422957		growth facility		other
18422960		growth facility		other
18422962		growth facility		other
18422965		growth facility		other
18422966		growth facility		other
18422967		growth facility		other
18422970		growth facility		other
18422972		growth facility		other
18422973		growth facility		other
18422974		growth facility		other
18422975		growth facility		other
18422976		growth facility		other
18422977		growth facility		other
18422981		growth facility		other
18422984		growth facility		other
18422985		growth facility		other
18422989		growth facility		other
18422990		growth facility		other
18422993		growth facility		other
18422996		growth facility		other
18422998		growth facility		other
18422999		growth facility		other
18423000		growth facility		other
18423014		growth facility		other
18423017		growth facility		other
18423018		growth facility		other
18423019		growth facility		other
18423020		growth facility		other
18423022		growth facility		other
18423023		growth facility		other
18423024		growth facility		other
18423027		growth facility		other
18423028		growth facility		other
18423030		growth facility		other
18423031		growth facility		other
18423032		growth facility		other
18423033		growth facility		other
18423034		growth facility		other
18423036		growth facility		other
18423037		growth facility		other
18423038		growth facility		other
18423040		growth facility		other
18423042		growth facility		other
18423043		growth facility		other
18423044		growth facility		other
18423045		growth facility		other
18423047		growth facility		other
18423048		growth facility		other
18423049		growth facility		other
18423050		growth facility		other
18423053		growth facility		other
18423054		growth facility		other
18423060		growth facility		other
18423061		growth facility		other
18423062		growth facility		other
18423064		growth facility		other
18423065		growth facility		other
18423066		growth facility		other
18423067		growth facility		other
18423070		growth facility		other
18423071		growth facility		other
18423072		growth facility		other
18423073		growth facility		other
18423075		growth facility		other
18423077		growth facility		other
18423080		growth facility		other
18423081		growth facility		other
18423082		growth facility		other
18423083		growth facility		other
18423087		growth facility		other
18423088		growth facility		other
18423090		growth facility		other
18423095		growth facility		other
18423098		growth facility		other
18423099		growth facility		other
18423101		growth facility		other
18423102		growth facility		other
18423103		growth facility		other
18423104		growth facility		other
18423105		growth facility		other
18423109		growth facility		other
18423110		growth facility		other
18423111		growth facility		other
18423112		growth facility		other
18423115		growth facility		other
18423116		growth facility		other
18423120		growth facility		other
18423125		growth facility		other
18423126		growth facility		other
18423129		growth facility		other
18423130		growth facility		other
18423131		growth facility		other
18423132		growth facility		other
18423133		growth facility		other
18423134		growth facility		other
18423137		growth facility		other
18423138		growth facility		other
18423139		growth facility		other
18423140		growth facility		other
18423141		growth facility		other
18423143		growth facility		other
18423145		growth facility		other
18423147		growth facility		other
18423148		growth facility		other
18423151		growth facility		other
18423152		growth facility		other
18423154		growth facility		other
18423155		growth facility		other
18423157		growth facility		other
18423160		growth facility		other
18423164		growth facility		other
18423165		growth facility		other
18423167		growth facility		other
18423174		growth facility		other
18423176		growth facility		other
18423177		growth facility		other
18423178		growth facility		other
18423179		growth facility		other
18423180		growth facility		other
18423181		growth facility		other
18423184		growth facility		other
18423185		growth facility		other
18423186		growth facility		other
18423187		growth facility		other
18423189		growth facility		other
18423193		growth facility		other
18423194		growth facility		other
18423196		growth facility		other
18423197		growth facility		other
18423198		growth facility		other
18423199		growth facility		other
18423200		growth facility		other
18423201		growth facility		other
18423202		growth facility		other
18423203		growth facility		other
18423204		growth facility		other
18423205		growth facility		other
18423207		growth facility		other
18423208		growth facility		other
18423209		growth facility		other
18423210		growth facility		other
18423213		growth facility		other
18423214		growth facility		other
18423215		growth facility		other
18423216		growth facility		other
18423217		growth facility		other
18423218		growth facility		other
18423220		growth facility		other
18423222		growth facility		other
18423224		growth facility		other
18423229		growth facility		other
18423230		growth facility		other
18423231		growth facility		other
18423232		growth facility		other
18423248		growth facility		other
18423249		growth facility		other
18423253		growth facility		other
18423257		growth facility		other
18423258		growth facility		other
18423259		growth facility		other
18423261		growth facility		other
18423264		growth facility		other
18423267		growth facility		other
18423270		growth facility		other
18423273		growth facility		other
18423274		growth facility		other
18423275		growth facility		other
18423278		growth facility		other
18423279		growth facility		other
18423280		growth facility		other
18423281		growth facility		other
18423283		growth facility		other
18423284		growth facility		other
18423285		growth facility		other
18423286		growth facility		other
18423287		growth facility		other
18423289		growth facility		other
18423290		growth facility		other
18423292		growth facility		other
18423294		growth facility		other
18423295		growth facility		other
18423298		growth facility		other
18423301		growth facility		other
18423302		growth facility		other
18423304		growth facility		other
18423305		growth facility		other
18423308		growth facility		other
18423309		growth facility		other
18423311		growth facility		other
18423314		growth facility		other
18423317		growth facility		other
18423318		growth facility		other
18423319		growth facility		other
18423322		growth facility		other
18423323		growth facility		other
18423327		growth facility		other
18423329		growth facility		other
18423331		growth facility		other
18423332		growth facility		other
18423333		growth facility		other
18423334		growth facility		other
18423335		growth facility		other
18423337		growth facility		other
18423340		growth facility		other
18423342		growth facility		other
18423346		growth facility		other
18423348		growth facility		other
18423350		growth facility		other
18423351		growth facility		other
18423352		growth facility		other
18423353		growth facility		other
18423356		growth facility		other
18423357		growth facility		other
18423358		growth facility		other
18423359		growth facility		other
18423364		growth facility		other
18423366		growth facility		other
18423367		growth facility		other
18423368		growth facility		other
18423372		growth facility		other
18423375		growth facility		other
18423376		growth facility		other
18423378		growth facility		other
18423379		growth facility		other
18423380		growth facility		other
18423381		growth facility		other
18423382		growth facility		other
18423388		growth facility		other
18423390		growth facility		other
18423391		growth facility		other
18423392		growth facility		other
18423393		growth facility		other
18423511		growth facility		other
18423515		growth facility		other
18423517		growth facility		other
18423518		growth facility		other
18423520		growth facility		other
18423522		growth facility		other
18423523		growth facility		other
18423524		growth facility		other
18423527		growth facility		other
18423528		growth facility		other
18423532		growth facility		other
18423533		growth facility		other
18423536		growth facility		other
18423537		growth facility		other
18423538		growth facility		other
18423539		growth facility		other
18423541		growth facility		other
18423543		growth facility		other
18423544		growth facility		other
18423545		growth facility		other
18423547		growth facility		other
18423549		growth facility		other
18423552		growth facility		other
18423554		growth facility		other
18423556		growth facility		other
18423557		growth facility		other
18423560		growth facility		other
18423561		growth facility		other
18423562		growth facility		other
18423567		growth facility		other
18423568		growth facility		other
18423569		growth facility		other
18423570		growth facility		other
18423572		growth facility		other
18423573		growth facility		other
18423574		growth facility		other
18423577		growth facility		other
18423579		growth facility		other
18423582		growth facility		other
18423586		growth facility		other
18423589		growth facility		other
18423590		growth facility		other
18423592		growth facility		other
18423593		growth facility		other
18423594		growth facility		other
18423600		growth facility		other
18423601		growth facility		other
18423603		growth facility		other
18423606		growth facility		other
18423608		growth facility		other
18423610		growth facility		other
18423611		growth facility		other
18423613		growth facility		other
18423615		growth facility		other
18423617		growth facility		other
18423618		growth facility		other
18423619		growth facility		other
18423623		growth facility		other
18423627		growth facility		other
18423629		growth facility		other
18423633		growth facility		other
18423635		growth facility		other
18423637		growth facility		other
18423638		growth facility		other
18423639		growth facility		other
18423640		growth facility		other
18423641		growth facility		other
18423642		growth facility		other
18423643		growth facility		other
18423644		growth facility		other
18423645		growth facility		other
18423646		growth facility		other
18423647		growth facility		other
18423648		growth facility		other
18423651		growth facility		other
18423652		growth facility		other
18423653		growth facility		other
18423654		growth facility		other
18423655		growth facility		other
18423659		growth facility		other
18423661		growth facility		other
18423662		growth facility		other
18423663		growth facility		other
18423664		growth facility		other
18423668		growth facility		other
18423672		growth facility		other
18423673		growth facility		other
18423678		growth facility		other
18423681		growth facility		other
18423683		growth facility		other
18423685		growth facility		other
18423687		growth facility		other
18423688		growth facility		other
18423689		growth facility		other
18423690		growth facility		other
18423691		growth facility		other
18423694		growth facility		other
18423695		growth facility		other
18423698		growth facility		other
18423699		growth facility		other
18423702		growth facility		other
18423703		growth facility		other
18423704		growth facility		other
18423706		growth facility		other
18423708		growth facility		other
18423712		growth facility		other
18423713		growth facility		other
18423714		growth facility		other
18423718		growth facility		other
18423719		growth facility		other
18423722		growth facility		other
18423724		growth facility		other
18423728		growth facility		other
18423729		growth facility		other
18423731		growth facility		other
18423735		growth facility		other
18423739		growth facility		other
18423741		growth facility		other
18423742		growth facility		other
18423744		growth facility		other
18423745		growth facility		other
18423747		growth facility		other
18423748		growth facility		other
18423750		growth facility		other
18423752		growth facility		other
18423753		growth facility		other
18423754		growth facility		other
18423759		growth facility		other
18423762		growth facility		other
18423763		growth facility		other
18423764		growth facility		other
18423766		growth facility		other
18423770		growth facility		other
18423771		growth facility		other
18423772		growth facility		other
18423775		growth facility		other
18423776		growth facility		other
18423778		growth facility		other
18423779		growth facility		other
18423780		growth facility		other
18423782		growth facility		other
18423784		growth facility		other
18423785		growth facility		other
18423786		growth facility		other
18423787		growth facility		other
18423788		growth facility		other
18423789		growth facility		other
18423790		growth facility		other
18423791		growth facility		other
18423792		growth facility		other
18423794		growth facility		other
18423796		growth facility		other
18423799		growth facility		other
18423801		growth facility		other
18423803		growth facility		other
18423804		growth facility		other
18423805		growth facility		other
18423806		growth facility		other
18423807		growth facility		other
18423808		growth facility		other
18423809		growth facility		other
18423812		growth facility		other
18423814		growth facility		other
18423815		growth facility		other
18423817		growth facility		other
18423819		growth facility		other
18423822		growth facility		other
18423825		growth facility		other
18423828		growth facility		other
18423829		growth facility		other
18423832		growth facility		other
18423833		growth facility		other
18423834		growth facility		other
18423835		growth facility		other
18423836		growth facility		other
18423839		growth facility		other
18423840		growth facility		other
18423844		growth facility		other
18423845		growth facility		other
18423846		growth facility		other
18423847		growth facility		other
18423848		growth facility		other
18423851		growth facility		other
18423853		growth facility		other
18423854		growth facility		other
18423856		growth facility		other
18423861		growth facility		other
18423862		growth facility		other
18423864		growth facility		other
18423866		growth facility		other
18423868		growth facility		other
18423869		growth facility		other
18423871		growth facility		other
18423875		growth facility		other
18423877		growth facility		other
18423878		growth facility		other
18423882		growth facility		other
18423884		growth facility		other
18423886		growth facility		other
18423887		growth facility		other
18423888		growth facility		other
18423891		growth facility		other
18423892		growth facility		other
18423893		growth facility		other
18423895		growth facility		other
18423896		growth facility		other
18423899		growth facility		other
18423900		growth facility		other
18423903		growth facility		other
18423904		growth facility		other
18423905		growth facility		other
18423906		growth facility		other
18423907		growth facility		other
18423912		growth facility		other
18423913		growth facility		other
18423915		growth facility		other
18423921		growth facility		other
18423922		growth facility		other
18423924		growth facility		other
18423925		growth facility		other
18423926		growth facility		other
18423927		growth facility		other
18423928		growth facility		other
18423930		growth facility		other
18423931		growth facility		other
18423934		growth facility		other
18423935		growth facility		other
18423937		growth facility		other
18423939		growth facility		other
18423940		growth facility		other
18423941		growth facility		other
18423942		growth facility		other
18423943		growth facility		other
18423944		growth facility		other
18423945		growth facility		other
18423946		growth facility		other
18423947		growth facility		other
18423948		growth facility		other
18423951		growth facility		other
18423952		growth facility		other
18423953		growth facility		other
18423954		growth facility		other
18423956		growth facility		other
18423957		growth facility		other
18423959		growth facility		other
18423960		growth facility		other
18423961		growth facility		other
18423963		growth facility		other
18423964		growth facility		other
18423965		growth facility		other
18423966		growth facility		other
18423967		growth facility		other
18423968		growth facility		other
18423971		growth facility		other
18423972		growth facility		other
18423973		growth facility		other
18423975		growth facility		other
18423977		growth facility		other
18423978		growth facility		other
18423979		growth facility		other
18423981		growth facility		other
18423983		growth facility		other
18423984		growth facility		other
18423986		growth facility		other
18423987		growth facility		other
18423990		growth facility		other
18423992		growth facility		other
18423995		growth facility		other
18423996		growth facility		other
18423998		growth facility		other
18423999		growth facility		other
18424001		growth facility		other
18424002		growth facility		other
18424004		growth facility		other
18424005		growth facility		other
18424006		growth facility		other
18424008		growth facility		other
18424010		growth facility		other
18424013		growth facility		other
18424014		growth facility		other
18424016		growth facility		other
18424019		growth facility		other
18424020		growth facility		other
18424021		growth facility		other
18424022		growth facility		other
18424024		growth facility		other
18424025		growth facility		other
18424026		growth facility		other
18424027		growth facility		other
18424028		growth facility		other
18424032		growth facility		other
18424035		growth facility		other
18424037		growth facility		other
18424038		growth facility		other
18424043		growth facility		other
18424044		growth facility		other
18424046		growth facility		other
18424048		growth facility		other
18424049		growth facility		other
18424050		growth facility		other
18424051		growth facility		other
18424054		growth facility		other
18424056		growth facility		other
18424057		growth facility		other
18424059		growth facility		other
18424063		growth facility		other
18424066		growth facility		other
18424070		growth facility		other
18424071		growth facility		other
18424074		growth facility		other
18424076		growth facility		other
18424079		growth facility		other
18424082		growth facility		other
18424083		growth facility		other
18424086		growth facility		other
18424089		growth facility		other
18424090		growth facility		other
18424091		growth facility		other
18424093		growth facility		other
18424096		growth facility		other
18424097		growth facility		other
18424098		growth facility		other
18424102		growth facility		other
18424104		growth facility		other
18424105		growth facility		other
18424106		growth facility		other
18424107		growth facility		other
18424108		growth facility		other
18424109		growth facility		other
18424112		growth facility		other
18424113		growth facility		other
18424114		growth facility		other
18424115		growth facility		other
18424118		growth facility		other
18424122		growth facility		other
18424123		growth facility		other
18424124		growth facility		other
18424126		growth facility		other
18424128		growth facility		other
18424130		growth facility		other
18424132		growth facility		other
18424133		growth facility		other
18424134		growth facility		other
18424135		growth facility		other
18424136		growth facility		other
18424137		growth facility		other
18424138		growth facility		other
18424139		growth facility		other
18424140		growth facility		other
18424141		growth facility		other
18424142		growth facility		other
18424144		growth facility		other
18424145		growth facility		other
18424146		growth facility		other
18424147		growth facility		other
18424148		growth facility		other
18424150		growth facility		other
18424151		growth facility		other
18424152		growth facility		other
18424153		growth facility		other
18424155		growth facility		other
18424157		growth facility		other
18424160		growth facility		other
18424161		growth facility		other
18424162		growth facility		other
18424166		growth facility		other
18424167		growth facility		other
18424168		growth facility		other
18424169		growth facility		other
18424170		growth facility		other
18424171		growth facility		other
18424174		growth facility		other
18424175		growth facility		other
18424176		growth facility		other
18424177		growth facility		other
18424178		growth facility		other
18424179		growth facility		other
18424180		growth facility		other
18424181		growth facility		other
18424182		growth facility		other
18424184		growth facility		other
18424185		growth facility		other
18424186		growth facility		other
18424188		growth facility		other
18424190		growth facility		other
18424191		growth facility		other
18424193		growth facility		other
18424199		growth facility		other
18424201		growth facility		other
18424203		growth facility		other
18424207		growth facility		other
18424208		growth facility		other
18424210		growth facility		other
18424213		growth facility		other
18424214		growth facility		other
18424216		growth facility		other
18424217		growth facility		other
18424218		growth facility		other
18424219		growth facility		other
18424221		growth facility		other
18424224		growth facility		other
18424225		growth facility		other
18424227		growth facility		other
18424230		growth facility		other
18424231		growth facility		other
18424232		growth facility		other
18424235		growth facility		other
18424236		growth facility		other
18424237		growth facility		other
18424239		growth facility		other
18424240		growth facility		other
18424242		growth facility		other
18424245		growth facility		other
18424250		growth facility		other
18424252		growth facility		other
18424253		growth facility		other
18424254		growth facility		other
18424255		growth facility		other
18424257		growth facility		other
18424258		growth facility		other
18424259		growth facility		other
18424262		growth facility		other
18424263		growth facility		other
18424265		growth facility		other
18424266		growth facility		other
18424267		growth facility		other
18424269		growth facility		other
18424271		growth facility		other
18424273		growth facility		other
18424274		growth facility		other
18424276		growth facility		other
18424280		growth facility		other
18424282		growth facility		other
18424283		growth facility		other
18424287		growth facility		other
18424288		growth facility		other
18424289		growth facility		other
18424292		growth facility		other
18424293		growth facility		other
18424297		growth facility		other
18424298		growth facility		other
18424299		growth facility		other
18424300		growth facility		other
18424302		growth facility		other
18424303		growth facility		other
18424304		growth facility		other
18424306		growth facility		other
18424307		growth facility		other
18424312		growth facility		other
18424313		growth facility		other
18424315		growth facility		other
18424316		growth facility		other
18424320		growth facility		other
18424321		growth facility		other
18424323		growth facility		other
18424325		growth facility		other
18424330		growth facility		other
18424332		growth facility		other
18424334		growth facility		other
18424337		growth facility		other
18424339		growth facility		other
18424341		growth facility		other
18424343		growth facility		other
18424344		growth facility		other
18424347		growth facility		other
18424348		growth facility		other
18424351		growth facility		other
18424352		growth facility		other
18424354		growth facility		other
18424356		growth facility		other
18424357		growth facility		other
18424358		growth facility		other
18424360		growth facility		other
18424364		growth facility		other
18424365		growth facility		other
18424367		growth facility		other
18424368		growth facility		other
18424369		growth facility		other
18424373		growth facility		other
18424374		growth facility		other
18424378		growth facility		other
18424380		growth facility		other
18424382		growth facility		other
18424383		growth facility		other
18424387		growth facility		other
18424388		growth facility		other
18424390		growth facility		other
18424392		growth facility		other
18424394		growth facility		other
18424395		growth facility		other
18424400		growth facility		other
18424401		growth facility		other
18424402		growth facility		other
18424404		growth facility		other
18424405		growth facility		other
18424406		growth facility		other
18424407		growth facility		other
18424408		growth facility		other
18424409		growth facility		other
18424410		growth facility		other
18424414		growth facility		other
18424416		growth facility		other
18424418		growth facility		other
18424419		growth facility		other
18424420		growth facility		other
18424422		growth facility		other
18424423		growth facility		other
18424425		growth facility		other
18424426		growth facility		other
18424427		growth facility		other
18424432		growth facility		other
18424434		growth facility		other
18424438		growth facility		other
18424440		growth facility		other
18424441		growth facility		other
18424442		growth facility		other
18424443		growth facility		other
18424445		growth facility		other
18424446		growth facility		other
18424449		growth facility		other
18424450		growth facility		other
18424451		growth facility		other
18424452		growth facility		other
18424453		growth facility		other
18573826		growth facility		field
18573827		growth facility		field
18573828		growth facility		field
18573829		growth facility		field
18573830		growth facility		field
18573831		growth facility		field
18573832		growth facility		field
18573833		growth facility		field
18573834		growth facility		field
18573835		growth facility		field
18573836		growth facility		field
18578055		growth facility		field
18781580		growth facility		other
19047413		growth facility		growth chamber
19055115		growth facility		growth chamber
19055116		growth facility		growth chamber
19055117		growth facility		growth chamber
19055118		growth facility		growth chamber
19055119		growth facility		growth chamber
19055120		growth facility		growth chamber
19055121		growth facility		growth chamber
19055122		growth facility		growth chamber
19055124		growth facility		growth chamber
19055125		growth facility		growth chamber
19055195		growth facility		growth chamber
19055196		growth facility		growth chamber
19055197		growth facility		growth chamber
19055198		growth facility		growth chamber
19055199		growth facility		growth chamber
19055200		growth facility		growth chamber
19055201		growth facility		growth chamber
19055205		growth facility		growth chamber
19055207		growth facility		growth chamber
19055210		growth facility		growth chamber
19055215		growth facility		growth chamber
19055219		growth facility		growth chamber
19494904		growth facility		field
19494905		growth facility		field
19494906		growth facility		field
19494907		growth facility		field
19494908		growth facility		field
19494909		growth facility		field
19494910		growth facility		field
19494911		growth facility		field
19494912		growth facility		field
19494913		growth facility		field
19494914		growth facility		field
19494915		growth facility		field
19494916		growth facility		field
20015975		growth facility		greenhouse
20015976		growth facility		greenhouse
20015977		growth facility		greenhouse
20015978		growth facility		greenhouse
20015979		growth facility		greenhouse
20015980		growth facility		greenhouse
20015981		growth facility		greenhouse
20015982		growth facility		greenhouse
20015983		growth facility		greenhouse
20015984		growth facility		greenhouse
20015985		growth facility		greenhouse
20015986		growth facility		greenhouse
20015987		growth facility		greenhouse
20015988		growth facility		greenhouse
20015989		growth facility		greenhouse
20015990		growth facility		greenhouse
20015991		growth facility		greenhouse
20015992		growth facility		greenhouse
20287081		growth facility		glasshouse
20287082		growth facility		glasshouse
20287083		growth facility		glasshouse
20287084		growth facility		glasshouse
20287085		growth facility		glasshouse
20287086		growth facility		glasshouse
20287087		growth facility		glasshouse
20287088		growth facility		glasshouse
20287089		growth facility		glasshouse
20287090		growth facility		glasshouse
20287091		growth facility		glasshouse
20287092		growth facility		glasshouse
20287093		growth facility		glasshouse
20287094		growth facility		glasshouse
20287095		growth facility		glasshouse
20287096		growth facility		glasshouse
20287097		growth facility		glasshouse
20287098		growth facility		glasshouse
20287099		growth facility		glasshouse
20287100		growth facility		glasshouse
20299612		growth facility		growth chamber
20299644		growth facility		growth chamber
20299645		growth facility		growth chamber
20299646		growth facility		growth chamber
20299647		growth facility		growth chamber
20299648		growth facility		growth chamber
20450053		growth facility		other
20450054		growth facility		other
20450055		growth facility		other
20450056		growth facility		other
20450057		growth facility		other
20450058		growth facility		other
20450059		growth facility		other
20450060		growth facility		other
20450061		growth facility		other
20450062		growth facility		other
20450063		growth facility		other
20450064		growth facility		other
