raw_id	env_package	attribute_name	harmonized_name	value
623076	miscellaneous natural or artificial environment	sample collection device or method	samp_collect_device	The kimchi contents were ?ltered through                     three layers of coarse gauze (Daehan, Republic of                     Korea) to remove only large kimchi particles, and                     the ?ltrates were pooled. The pH of each ?ltrate                     was measured immediately, and the ?ltrates were                     centrifuged (8,000 rpm for 20min at 4C) to harvest                     microorganisms. The pellets and supernatants were                     stored at 80°C for extraction of bulk genomic DNA                     and metabolite analysis, respectively.
623077	miscellaneous natural or artificial environment	sample collection device or method	samp_collect_device	The kimchi contents were ?ltered through                     three layers of coarse gauze (Daehan, Republic of                     Korea) to remove only large kimchi particles, and                     the ?ltrates were pooled. The pH of each ?ltrate                     was measured immediately, and the ?ltrates were                     centrifuged (8,000 rpm for 20min at 4C) to harvest                     microorganisms. The pellets and supernatants were                     stored at 80°C for extraction of bulk genomic DNA                     and metabolite analysis, respectively.
623078	miscellaneous natural or artificial environment	sample collection device or method	samp_collect_device	The kimchi contents were ?ltered through                     three layers of coarse gauze (Daehan, Republic of                     Korea) to remove only large kimchi particles, and                     the ?ltrates were pooled. The pH of each ?ltrate                     was measured immediately, and the ?ltrates were                     centrifuged (8,000 rpm for 20min at 4C) to harvest                     microorganisms. The pellets and supernatants were                     stored at 80°C for extraction of bulk genomic DNA                     and metabolite analysis, respectively.
627569		sample collection device or method	samp_collect_device	Bucket on a string
627570		sample collection device or method	samp_collect_device	Bucket on a string
631934	soil	sample collection device or method	samp_collect_device	destructive sampling
631935	soil	sample collection device or method	samp_collect_device	destructive sampling
631936	soil	sample collection device or method	samp_collect_device	destructive sampling
631937	soil	sample collection device or method	samp_collect_device	destructive sampling
631938	soil	sample collection device or method	samp_collect_device	destructive sampling
672890		sample collection device or method	samp_collect_device	bottles
672891		sample collection device or method	samp_collect_device	bottles
672892		sample collection device or method	samp_collect_device	bottles
727592	water	sample collection device or method	samp_collect_device	boxcorer
727593	water	sample collection device or method	samp_collect_device	multicorer
727594	water	sample collection device or method	samp_collect_device	multicorer
727595	water	sample collection device or method	samp_collect_device	boxcorer
727596	water	sample collection device or method	samp_collect_device	multicorer
727597	water	sample collection device or method	samp_collect_device	multicorer
727598	water	sample collection device or method	samp_collect_device	multicorer
727599	water	sample collection device or method	samp_collect_device	multicorer
727600	water	sample collection device or method	samp_collect_device	multicorer
727601	water	sample collection device or method	samp_collect_device	multicorer
727602	water	sample collection device or method	samp_collect_device	multicorer
727603	water	sample collection device or method	samp_collect_device	multicorer
727604	water	sample collection device or method	samp_collect_device	multicorer
727605	water	sample collection device or method	samp_collect_device	multicorer
727606	water	sample collection device or method	samp_collect_device	multicorer
727607	water	sample collection device or method	samp_collect_device	multicorer
727608	water	sample collection device or method	samp_collect_device	boxcorer
727609	water	sample collection device or method	samp_collect_device	boxcorer
727610	water	sample collection device or method	samp_collect_device	boxcorer
727611	water	sample collection device or method	samp_collect_device	multicorer
727612	water	sample collection device or method	samp_collect_device	multicorer
727613	water	sample collection device or method	samp_collect_device	multicorer
727614	water	sample collection device or method	samp_collect_device	multicorer
727615	water	sample collection device or method	samp_collect_device	multicorer
727616	water	sample collection device or method	samp_collect_device	multicorer
727617	water	sample collection device or method	samp_collect_device	multicorer
727618	water	sample collection device or method	samp_collect_device	multicorer
727619	water	sample collection device or method	samp_collect_device	multicorer
727620	water	sample collection device or method	samp_collect_device	multicorer
727621	water	sample collection device or method	samp_collect_device	multicorer
727622	water	sample collection device or method	samp_collect_device	multicorer
738538		sample collection device or method	samp_collect_device	bottles
738539		sample collection device or method	samp_collect_device	bottles
752589	water	sample collection device or method	samp_collect_device	Niskin bottle
752590	water	sample collection device or method	samp_collect_device	Niskin bottle
752591	water	sample collection device or method	samp_collect_device	Niskin bottle
752592	water	sample collection device or method	samp_collect_device	Niskin bottle
752593	water	sample collection device or method	samp_collect_device	Sterile pumping device
752594	water	sample collection device or method	samp_collect_device	nylon screen sampler
765351		sample collection device or method	samp_collect_device	soil corer
765352		sample collection device or method	samp_collect_device	soil corer
809106		sample collection device or method	samp_collect_device	unknown
809107		sample collection device or method	samp_collect_device	unknown
809109		sample collection device or method	samp_collect_device	unknown
809110		sample collection device or method	samp_collect_device	unknown
809111		sample collection device or method	samp_collect_device	unknown
809112		sample collection device or method	samp_collect_device	unknown
809113		sample collection device or method	samp_collect_device	unknown
809114		sample collection device or method	samp_collect_device	unknown
809115		sample collection device or method	samp_collect_device	unknown
809116		sample collection device or method	samp_collect_device	unknown
809117		sample collection device or method	samp_collect_device	unknown
809118		sample collection device or method	samp_collect_device	unknown
809120		sample collection device or method	samp_collect_device	unknown
809121		sample collection device or method	samp_collect_device	unknown
809142		sample collection device or method	samp_collect_device	unknown
855863		sample collection device or method	samp_collect_device	bottle
855864		sample collection device or method	samp_collect_device	bottle
995377		sample collection device or method	samp_collect_device	shovel
995378		sample collection device or method	samp_collect_device	shovel
995379		sample collection device or method	samp_collect_device	shovel
995380		sample collection device or method	samp_collect_device	shovel
1084809		sample collection device or method	samp_collect_device	Niskin bottle
1084810		sample collection device or method	samp_collect_device	Niskin bottle
1084811		sample collection device or method	samp_collect_device	Niskin bottle
1084812		sample collection device or method	samp_collect_device	Niskin bottle
1084813		sample collection device or method	samp_collect_device	Niskin bottle
1084814		sample collection device or method	samp_collect_device	Niskin bottle
1084815		sample collection device or method	samp_collect_device	Niskin bottle
1084816		sample collection device or method	samp_collect_device	Niskin bottle
1084817		sample collection device or method	samp_collect_device	Niskin bottle
1084818		sample collection device or method	samp_collect_device	Niskin bottle
1084819		sample collection device or method	samp_collect_device	Niskin bottle
1140663		sample collection device or method	samp_collect_device	20 liter Niskin bottle
1140664		sample collection device or method	samp_collect_device	20 liter Niskin bottle
1140665		sample collection device or method	samp_collect_device	20 liter Niskin bottle
1140666		sample collection device or method	samp_collect_device	20 liter Niskin bottle
1140667		sample collection device or method	samp_collect_device	20 liter Niskin bottle
1140668		sample collection device or method	samp_collect_device	20 liter Niskin bottle
1803115		sample collection device or method	samp_collect_device	random
1805434		sample collection device or method	samp_collect_device	venipuncture
1805435		sample collection device or method	samp_collect_device	venipuncture
1805436		sample collection device or method	samp_collect_device	venipuncture
1805437		sample collection device or method	samp_collect_device	venipuncture
1805438		sample collection device or method	samp_collect_device	venipuncture
1805439		sample collection device or method	samp_collect_device	venipuncture
1805440		sample collection device or method	samp_collect_device	venipuncture
1805441		sample collection device or method	samp_collect_device	venipuncture
1805442		sample collection device or method	samp_collect_device	venipuncture
1805443		sample collection device or method	samp_collect_device	venipuncture
1805444		sample collection device or method	samp_collect_device	venipuncture
1805445		sample collection device or method	samp_collect_device	venipuncture
1805446		sample collection device or method	samp_collect_device	venipuncture
1805447		sample collection device or method	samp_collect_device	venipuncture
1805448		sample collection device or method	samp_collect_device	venipuncture
1805449		sample collection device or method	samp_collect_device	venipuncture
1805450		sample collection device or method	samp_collect_device	venipuncture
1805451		sample collection device or method	samp_collect_device	venipuncture
1805452		sample collection device or method	samp_collect_device	venipuncture
1805453		sample collection device or method	samp_collect_device	venipuncture
1805454		sample collection device or method	samp_collect_device	venipuncture
1805455		sample collection device or method	samp_collect_device	venipuncture
1805456		sample collection device or method	samp_collect_device	venipuncture
1805457		sample collection device or method	samp_collect_device	nasal swab
1805458		sample collection device or method	samp_collect_device	nasal swab
1805459		sample collection device or method	samp_collect_device	nasal swab
1805460		sample collection device or method	samp_collect_device	nasal swab
1805461		sample collection device or method	samp_collect_device	nasal swab
1805462		sample collection device or method	samp_collect_device	nasal swab
1828001		sample collection device or method	samp_collect_device	shovel
1828002		sample collection device or method	samp_collect_device	shovel
1881636		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881637		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881638		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881639		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881640		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881641		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881642		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881643		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881644		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881645		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881646		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881647		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881648		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881649		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881650		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881651		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881652		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
1881653		sample collection device or method	samp_collect_device	five 1x1x2 cm cores, pooled
2046346		sample collection device or method	samp_collect_device	12 litres Niskin bottles
2046347		sample collection device or method	samp_collect_device	12 litres Niskin bottles
2046348		sample collection device or method	samp_collect_device	12 litres Niskin bottles
2046349		sample collection device or method	samp_collect_device	12 litres Niskin bottles
2230341		sample collection device or method	samp_collect_device	collection tube for faecal samples
2298234		sample_collection_method		Bronchial alveolar lavage
2298235		sample_collection_method		Bronchial alveolar lavage
2298236		sample_collection_method		not determined
2298237		sample_collection_method		Bronchial alveolar lavage
2298238		sample_collection_method		not determined
2298239		sample_collection_method		not determined
2298240		sample_collection_method		Bronchial alveolar lavage
2298241		sample_collection_method		not determined
2298242		sample_collection_method		not determined
2298243		sample_collection_method		Bronchial alveolar lavage
2298244		sample_collection_method		not determined
2298245		sample_collection_method		not determined
2298246		sample_collection_method		not determined
2298247		sample_collection_method		not determined
2298248		sample_collection_method		Bronchial alveolar lavage
2298249		sample_collection_method		not determined
2298250		sample_collection_method		not determined
2298251		sample_collection_method		not determined
2298252		sample_collection_method		not determined
2298253		sample_collection_method		not determined
2298254		sample_collection_method		not determined
2298255		sample_collection_method		not determined
2298256		sample_collection_method		not determined
2298257		sample_collection_method		not determined
2298258		sample_collection_method		not determined
2298259		sample_collection_method		not determined
2298260		sample_collection_method		not determined
2298261		sample_collection_method		Lung autopsy
2298262		sample_collection_method		Lymphnode biopsy
2298263		sample_collection_method		not determined
2298264		sample_collection_method		not determined
2298265		sample_collection_method		not determined
2298266		sample_collection_method		not determined
2298267		sample_collection_method		not determined
2298268		sample_collection_method		not determined
2298269		sample_collection_method		not determined
2298270		sample_collection_method		not determined
2298271		sample_collection_method		not determined
2299930		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299931		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299932		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299933		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299934		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299935		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299936		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299937		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299938		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299939		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299940		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299941		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299942		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299943		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299944		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299945		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299946		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299947		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299948		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299949		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299950		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299951		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299952		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299953		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299954		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299955		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299956		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299957		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299958		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299959		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299960		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2299961		sample collection device or method	samp_collect_device	Feces were self-collected by the volunteers in tubes containing 10 mL of phosphate buffered saline (PBS). Samples were kept at 4 ºC until their storage at -80 ºC (approximately 2 hours after being collected)
2315105	sediment	sample collection device or method	samp_collect_device	Vertical Piezometer Morpheus
2315106	sediment	sample collection device or method	samp_collect_device	Vertical Piezometer Morpheus
2315107	sediment	sample collection device or method	samp_collect_device	Vertical Piezometer Morpheus
2315108	sediment	sample collection device or method	samp_collect_device	Vertical Piezometer Morpheus
2315109	sediment	sample collection device or method	samp_collect_device	Vertical Piezometer Morpheus
2315110	sediment	sample collection device or method	samp_collect_device	Vertical Piezometer Morpheus
2484902	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484903	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484904	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484905	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484906	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484907	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484908	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484909	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484910	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484911	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484912	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484913	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484914	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484915	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484916	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484917	water	sample collection device or method	samp_collect_device	surface water collection of Baltic Sea Water
2484918	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with unfiltrated river water
2484919	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with unfiltrated river water
2484920	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with unfiltrated river water
2484921	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with unfiltrated river water
2484922	water	sample collection device or method	samp_collect_device	lyophilisate of 0,22 um filtrated river water mixed with untreated Baltic Sea Water
2484923	water	sample collection device or method	samp_collect_device	lyophilisate of 0,22 um filtrated river water mixed with untreated Baltic Sea Water
2484924	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484925	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484926	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484927	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484928	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484929	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484930	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484931	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484932	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484933	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484934	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484935	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484936	water	sample collection device or method	samp_collect_device	0.22 um filtrated river water mixed with untreated Baltic Sea Water
2484937	water	sample collection device or method	samp_collect_device	retentate of ultrafiltrated river water mixed with Baltic Sea Water
2484938	water	sample collection device or method	samp_collect_device	retentate of ultrafiltrated river water mixed with Baltic Sea Water
2484939	water	sample collection device or method	samp_collect_device	retentate of ultrafiltrated river water mixed with Baltic Sea Water
